question_id,test_id,certification,exam_version,objectives_version,question_version,batch_id,domain_id,domain_name,objective_id,objective_text,topic,concept_key,difficulty,question_type,question_style,question_instruction,question_text,answer_a,answer_b,answer_c,answer_d,correct_answers,correct_explanation,answer_a_explanation,answer_b_explanation,answer_c_explanation,answer_d_explanation,study_topics,source_ids,reference_notes,date_added,date_modified,date_reviewed,review_status,reviewer,quality_flags,author_notes
SEC701-0000036,SEC-701,CompTIA Security+,SY0-701,6.0,1,SEC701-BATCH-003,2.0,"Threats, Vulnerabilities, and Mitigations",2.3,Explain various types of vulnerabilities.,SQL injection prevention,parameterized-query-prevents-sql-injection,medium,single_choice,scenario,,A web application builds a database query by concatenating a username supplied in an HTTP request. Testers can enter SQL syntax that changes the meaning of the query. Which code change most directly addresses the vulnerability?,Encode the application's HTML output,Encrypt the database storage volume,Disable client-side JavaScript,Use prepared statements with bound parameters,D,"Prepared statements with parameter binding keep user input separate from SQL command structure, preventing the input from being interpreted as executable SQL.",Output encoding is a primary defense against cross-site scripting when placing untrusted data into HTML. It does not separate input from SQL syntax.,Storage encryption protects database files at rest. It does not prevent the application from executing a maliciously altered query.,Disabling client-side JavaScript does not change how the server constructs its SQL statement.,"Parameterized queries treat the username as data rather than SQL code, directly addressing the injection flaw.",SQL injection|Prepared statements|Parameterized queries|Input handling,SRC-COMPTIA-SY0701-V6|SRC-OWASP-SQLI,CompTIA objective 2.3; OWASP SQL Injection Prevention guidance.,2026-07-19,2026-07-19,2026-07-19,approved,initial-quality-review,,Automatically approved during the accelerated build phase before the bank reaches 150 questions.
SEC701-0000037,SEC-701,CompTIA Security+,SY0-701,6.0,1,SEC701-BATCH-003,2.0,"Threats, Vulnerabilities, and Mitigations",2.4,"Given a scenario, analyze indicators of malicious activity.",DNS tunneling indicators,dns-tunneling-long-encoded-subdomains,hard,single_choice,scenario,,"A workstation begins sending frequent DNS TXT queries to one external domain. The query names contain unusually long, high-entropy subdomain labels, and the volume of DNS data is much greater than the host's normal baseline. Which malicious activity is most consistent with these indicators?",Domain generation algorithm activity,DNS tunneling,ARP spoofing,Credential stuffing,B,"DNS tunneling encodes command, control, or exfiltrated data into DNS queries or responses. Long encoded labels, TXT records, and abnormal DNS volume are strong indicators.",A domain generation algorithm commonly produces many changing domain names for rendezvous. The scenario emphasizes encoded data sent repeatedly through one domain.,The unusual encoded subdomains and high DNS data volume are characteristic of tunneling information through DNS.,ARP spoofing manipulates local network address-resolution mappings and would not produce this pattern of external DNS TXT traffic.,Credential stuffing uses stolen username-and-password pairs against authentication services. It does not explain encoded DNS queries.,DNS tunneling|Command and control|DNS TXT records|Network indicators,SRC-COMPTIA-SY0701-V6|SRC-MITRE-T1071-004,CompTIA objective 2.4; MITRE ATT&CK T1071.004 DNS communications.,2026-07-19,2026-07-19,2026-07-19,approved,initial-quality-review,,Automatically approved during the accelerated build phase before the bank reaches 150 questions.
SEC701-0000038,SEC-701,CompTIA Security+,SY0-701,6.0,1,SEC701-BATCH-003,2.0,"Threats, Vulnerabilities, and Mitigations",2.5,Explain the purpose of mitigation techniques used to secure the enterprise.,Service-account least privilege,backup-service-account-minimum-permissions,medium,single_choice,scenario,,A backup application runs under a domain administrator account even though it only needs to read selected file shares and write backup files to one repository. Which mitigation most directly reduces the risk created by the account?,Keep the domain administrator account and rotate its password monthly,Encrypt all backup traffic while retaining the current privileges,Use a dedicated service account with only the required share and repository permissions and deny interactive sign-in,Add the backup account to the local administrators group on every protected server,C,A dedicated noninteractive service account with narrowly scoped permissions applies least privilege and reduces the damage possible if the account is compromised.,"Password rotation can reduce exposure time, but the account would still hold unnecessary domain-wide privileges.",Encryption protects backup traffic in transit but does not reduce the excessive authority assigned to the service account.,The dedicated account receives only the access required for backup operations and cannot be used for ordinary interactive administration.,Adding more administrative memberships increases rather than reduces the account's privileges and attack impact.,Least privilege|Service accounts|Privileged access|Account hardening,SRC-COMPTIA-SY0701-V6|SRC-NIST-SP800-53R5|SRC-NIST-SP800-207,CompTIA objective 2.5; NIST least-privilege and Zero Trust principles.,2026-07-19,2026-07-19,2026-07-19,approved,initial-quality-review,,Automatically approved during the accelerated build phase before the bank reaches 150 questions.
SEC701-0000039,SEC-701,CompTIA Security+,SY0-701,6.0,1,SEC701-BATCH-003,3.0,Security Architecture,3.1,Compare and contrast security implications of different architecture models.,Serverless shared responsibility,serverless-customer-code-iam-secrets,medium,single_choice,comparison,,A company deploys an application using a cloud function-as-a-service platform. Which security responsibility most commonly remains with the customer rather than the cloud provider?,Physical protection of the provider's data center,Patching the provider's hypervisor,Maintaining the underlying host operating system,"Securing the function code, permissions, data, and application secrets",D,"In a serverless model, the provider manages the underlying physical and platform infrastructure, while the customer remains responsible for application code, identities, permissions, data, and secrets.",Physical facility protection is normally part of the cloud provider's infrastructure responsibility.,The provider operates and patches the hypervisor or comparable isolation layer.,The provider maintains the host operating system that runs the managed function platform.,"Customers control their code, access permissions, data handling, and secrets and must secure those elements.",Serverless security|Shared responsibility|Function as a service|Cloud IAM|Secrets management,SRC-COMPTIA-SY0701-V6|SRC-NIST-SP800-53R5,CompTIA objective 3.1; cloud shared-responsibility and access-control principles.,2026-07-19,2026-07-19,2026-07-19,approved,initial-quality-review,,Automatically approved during the accelerated build phase before the bank reaches 150 questions.
SEC701-0000040,SEC-701,CompTIA Security+,SY0-701,6.0,1,SEC701-BATCH-003,3.0,Security Architecture,3.2,"Given a scenario, apply security principles to secure enterprise infrastructure.",Out-of-band management,dedicated-out-of-band-device-management,easy,single_choice,scenario,,Administrators need a way to manage routers and switches even when the production network is unavailable or suspected of compromise. The management traffic must remain isolated from ordinary user traffic. Which design best meets the requirement?,Place management interfaces on the employee workstation VLAN,Use a dedicated out-of-band management network,Expose each management interface to the Internet over HTTPS,Rely on network address translation on the production subnet,B,A dedicated out-of-band management network separates administrative access from the production data path and can remain available when the production network is disrupted.,The employee VLAN mixes privileged management traffic with ordinary endpoints and increases exposure.,An out-of-band network provides an isolated administrative path independent of normal production traffic.,Direct Internet exposure unnecessarily increases the attack surface of critical management interfaces.,NAT changes addressing but does not create an independent or isolated management path.,Out-of-band management|Management networks|Network segmentation|Infrastructure security,SRC-COMPTIA-SY0701-V6|SRC-NIST-SP800-53R5,CompTIA objective 3.2; NIST boundary protection and privileged-access concepts.,2026-07-19,2026-07-19,2026-07-19,approved,initial-quality-review,,Automatically approved during the accelerated build phase before the bank reaches 150 questions.
SEC701-0000041,SEC-701,CompTIA Security+,SY0-701,6.0,1,SEC701-BATCH-003,3.0,Security Architecture,3.3,Compare and contrast concepts and strategies to protect data.,Data sovereignty,foreign-backup-jurisdiction-data-sovereignty,hard,single_choice,comparison,,A cloud provider stores a company's primary customer database in Country X but replicates backups to infrastructure physically located in Country Y. Which concept specifically explains why Country Y's laws may govern access to the replicated backup?,Data residency,Data remanence,Data sovereignty,Data classification,C,Data sovereignty concerns the legal jurisdiction and laws that apply to data based on where it is stored or processed. The backup's location may subject it to Country Y's legal authority.,Data residency concerns the geographic location in which data must be stored. The question asks specifically why the destination country's laws may apply.,Data remanence is residual data that remains after deletion or sanitization attempts.,Data sovereignty addresses the legal and regulatory authority that a jurisdiction may exercise over data located there.,Data classification assigns sensitivity or handling categories. It does not determine which country's laws govern the data.,Data sovereignty|Data residency|Geolocation|Cloud data protection|Jurisdiction,SRC-COMPTIA-SY0701-V6|SRC-NIST-PRIVACY-FRAMEWORK,CompTIA objective 3.3; privacy-risk and jurisdictional data-handling concepts.,2026-07-19,2026-07-19,2026-07-19,approved,initial-quality-review,,Automatically approved during the accelerated build phase before the bank reaches 150 questions.
SEC701-0000042,SEC-701,CompTIA Security+,SY0-701,6.0,1,SEC701-BATCH-003,3.0,Security Architecture,3.4,Explain the importance of resilience and recovery in security architecture.,Differential backups,restore-full-plus-latest-differential,medium,single_choice,scenario,,A server receives a full backup every Sunday and a differential backup at the end of each weekday. The server fails Friday morning before Friday's backup. Which backup set is sufficient to restore the server through the end of Thursday?,The Sunday full backup and the Thursday differential backup,"The Monday, Tuesday, Wednesday, and Thursday differential backups",The Thursday differential backup by itself,The Sunday full backup and every differential backup from Monday through Thursday,A,A differential backup contains all changes since the most recent full backup. Restoring the Sunday full backup followed by the latest Thursday differential restores the system through Thursday.,"The full backup establishes the baseline, and the latest differential contains every change since that full backup.",Differential backups are not chained together. Earlier differentials are unnecessary when the latest one is available.,A differential backup contains changes rather than a complete restorable system and therefore needs the preceding full backup.,Only the most recent differential is needed after the full backup; applying all earlier differentials adds unnecessary steps.,Full backups|Differential backups|Backup restoration|Disaster recovery,SRC-COMPTIA-SY0701-V6|SRC-NIST-SP800-34R1,CompTIA objective 3.4; NIST contingency and backup recovery guidance.,2026-07-19,2026-07-19,2026-07-19,approved,initial-quality-review,,Automatically approved during the accelerated build phase before the bank reaches 150 questions.
SEC701-0000043,SEC-701,CompTIA Security+,SY0-701,6.0,1,SEC701-BATCH-003,4.0,Security Operations,4.1,"Given a scenario, apply common security techniques to computing resources.",Enterprise wireless authentication,wpa3-enterprise-radius-per-user-access,medium,single_choice,scenario,,"An organization wants corporate Wi-Fi to authenticate each employee individually, use the central identity directory, and revoke one employee's access without changing a password shared by everyone. Which wireless configuration best meets the requirement?",WEP with a rotating shared key,WPA3-Personal using one strong passphrase,WPA3-Enterprise using 802.1X and a RADIUS server,An open network with a captive portal,C,WPA3-Enterprise with 802.1X and RADIUS supports individual authentication against a central identity service and allows access to be revoked per user.,"WEP is obsolete and insecure, and a shared key does not provide individual identity-based access.",WPA3-Personal improves shared-passphrase security but still relies on a common credential rather than per-user authentication.,Enterprise mode uses 802.1X and an authentication server to provide individual credentials and centralized access control.,A captive portal on an open wireless network does not provide the same link-layer protection or enterprise authentication.,WPA3-Enterprise|802.1X|RADIUS|Wireless authentication|Per-user access,SRC-COMPTIA-SY0701-V6|SRC-NIST-SP800-153,CompTIA objective 4.1; NIST WLAN configuration and authentication guidance.,2026-07-19,2026-07-19,2026-07-19,approved,initial-quality-review,,Automatically approved during the accelerated build phase before the bank reaches 150 questions.
SEC701-0000044,SEC-701,CompTIA Security+,SY0-701,6.0,1,SEC701-BATCH-003,4.0,Security Operations,4.3,Explain various activities associated with vulnerability management.,Risk-based vulnerability prioritization,prioritize-active-exploitation-exposed-critical-asset,hard,single_choice,scenario,,A vulnerability team has limited time for emergency remediation. Which finding should be addressed first based on organizational risk?,An actively exploited flaw on an Internet-facing payroll application that stores employee tax data,A higher-CVSS flaw on an isolated laboratory appliance with no production route or known exploitation,An unsupported package on a kiosk already scheduled for secure retirement the next business day,A low-severity information disclosure on an authenticated internal status page,A,"Active exploitation, Internet exposure, sensitive payroll data, and business importance combine to make the payroll application the highest immediate organizational risk.","The finding has a credible active threat, direct exposure, sensitive data, and a critical business function, all of which increase remediation priority.","The numerical severity is high, but isolation, lack of a production path, and no known exploitation reduce immediate organizational risk.","The unsupported component is a concern, but imminent secure retirement substantially limits the remaining exposure window.","The issue should be tracked, but its low severity, authentication boundary, and limited effect make it less urgent than active exploitation of payroll.",Vulnerability prioritization|Asset criticality|Exploitability|Exposure|Risk-based remediation,SRC-COMPTIA-SY0701-V6|SRC-NIST-SP800-40R4|SRC-NIST-SP800-137,CompTIA objective 4.3; NIST patch prioritization and continuous-monitoring guidance.,2026-07-19,2026-07-19,2026-07-19,approved,initial-quality-review,,Automatically approved during the accelerated build phase before the bank reaches 150 questions.
SEC701-0000045,SEC-701,CompTIA Security+,SY0-701,6.0,1,SEC701-BATCH-003,4.0,Security Operations,4.4,Explain security alerting and monitoring concepts and tools.,Log time synchronization,authenticated-ntp-utc-log-correlation,easy,single_choice,scenario,,"During an investigation, firewall events appear several minutes before the related server events because device clocks have drifted and some systems record local time zones. Which improvement most directly supports reliable event correlation?",Increase log-retention periods,Hash each archived log file,Forward logs to the SIEM more frequently,Synchronize systems to an approved time source and normalize timestamps to a common time standard,D,Clock synchronization and a common timestamp standard allow events from different systems to be placed in the correct chronological sequence.,Longer retention preserves history but does not correct inaccurate or inconsistent timestamps.,Hashing can help demonstrate log integrity but does not align event times across systems.,More frequent forwarding reduces collection delay but does not correct source-clock drift or time-zone differences.,Using an approved synchronized time source and normalizing timestamps directly addresses the correlation problem.,NTP|Time synchronization|UTC normalization|Log correlation|SIEM,SRC-COMPTIA-SY0701-V6|SRC-NIST-SP800-92|SRC-NIST-SP800-53R5,CompTIA objective 4.4; NIST log-management and time-synchronization controls.,2026-07-19,2026-07-19,2026-07-19,approved,initial-quality-review,,Automatically approved during the accelerated build phase before the bank reaches 150 questions.
SEC701-0000046,SEC-701,CompTIA Security+,SY0-701,6.0,1,SEC701-BATCH-003,4.0,Security Operations,4.5,"Given a scenario, modify enterprise capabilities to enhance security.",Outbound data loss prevention,dlp-block-unencrypted-ssn-email,medium,single_choice,scenario,,An organization must block employees from emailing unencrypted files containing Social Security numbers to external recipients while allowing the same data to be transferred through an approved encrypted portal. Which capability should be configured?,A DNS sinkhole for newly registered domains,A data loss prevention rule that identifies the sensitive data and enforces the approved transfer method,An intrusion prevention signature for port scanning,A network access control rule that quarantines unmanaged laptops,B,DLP can identify sensitive data patterns and enforce handling policy by blocking unapproved outbound channels while permitting an authorized encrypted workflow.,A DNS sinkhole can block resolution of malicious or prohibited domains but does not inspect files for Social Security numbers.,DLP is designed to discover sensitive content and prevent unauthorized disclosure through channels such as external email.,A port-scan signature detects reconnaissance behavior and does not enforce sensitive-data handling rules.,Network access control evaluates device or user access to a network. It does not inspect email content for regulated data.,Data loss prevention|Sensitive data detection|Email security|Approved transfer channels,SRC-COMPTIA-SY0701-V6|SRC-NIST-SP800-53R5,CompTIA objective 4.5; NIST information-flow and data-loss controls.,2026-07-19,2026-07-19,2026-07-19,approved,initial-quality-review,,Automatically approved during the accelerated build phase before the bank reaches 150 questions.
SEC701-0000047,SEC-701,CompTIA Security+,SY0-701,6.0,1,SEC701-BATCH-003,4.0,Security Operations,4.6,"Given a scenario, implement and maintain identity and access management.",SAML federation,saml-signed-xml-assertion-sso,easy,single_choice,direct,,Employees access a browser-based software-as-a-service application through the corporate identity provider. The service provider relies on a signed XML assertion containing the user's authentication result and attributes. Which protocol is being used?,OAuth 2.0,SAML,LDAP,RADIUS,B,"SAML uses signed XML assertions to exchange authentication and attribute information between an identity provider and a service provider, commonly for browser-based single sign-on.",OAuth 2.0 is primarily an authorization framework for delegated access to protected resources. The signed XML assertion described is characteristic of SAML.,SAML defines XML-based assertions and browser SSO flows between identity providers and service providers.,LDAP is a directory-access protocol. It is not the federated signed-assertion protocol described.,RADIUS commonly supports network access authentication and accounting rather than browser SSO using XML assertions.,SAML|Federation|Single sign-on|Identity provider|Assertions,SRC-COMPTIA-SY0701-V6|SRC-NIST-SP800-63C-4|SRC-OASIS-SAML2,CompTIA objective 4.6; current NIST federation guidance and the OASIS SAML 2.0 standard.,2026-07-19,2026-07-19,2026-07-19,approved,initial-quality-review,,Automatically approved during the accelerated build phase before the bank reaches 150 questions.
SEC701-0000048,SEC-701,CompTIA Security+,SY0-701,6.0,1,SEC701-BATCH-003,4.0,Security Operations,4.8,Explain appropriate incident response activities.,Chain of custody,evidence-transfer-chain-of-custody-record,medium,single_choice,direct,,"Which incident-response record documents who collected a device, each person who later possessed it, the dates and times of transfers, and the purpose of each transfer?",Legal hold notice,Root-cause analysis,Lessons-learned report,Chain-of-custody record,D,"A chain-of-custody record documents the collection, handling, transfer, and control of evidence so its integrity and accountability can be demonstrated.",A legal hold instructs an organization to preserve potentially relevant information. It does not record every evidence transfer.,Root-cause analysis determines why an incident occurred and what underlying conditions contributed to it.,A lessons-learned report identifies improvements after an incident. It is not the evidence possession record.,The chain of custody records each handler and transfer of evidence from collection onward.,Chain of custody|Evidence handling|Forensic integrity|Incident response documentation,SRC-COMPTIA-SY0701-V6|SRC-NIST-SP800-61R3,CompTIA objective 4.8; NIST incident-response evidence preservation and handling.,2026-07-19,2026-07-19,2026-07-19,approved,initial-quality-review,,Automatically approved during the accelerated build phase before the bank reaches 150 questions.
SEC701-0000049,SEC-701,CompTIA Security+,SY0-701,6.0,1,SEC701-BATCH-003,4.0,Security Operations,4.9,"Given a scenario, use data sources to support an investigation.",Network flow records,netflow-historical-connection-metadata,hard,single_choice,scenario,,"Investigators do not have packet payloads, but they need to identify which internal host maintained periodic outbound sessions to a suspicious IP address over the past month, including destination ports, session duration, and byte counts. Which data source is most appropriate?",NetFlow or IPFIX records,DNS resolver logs,Vulnerability scan results,File-integrity monitoring alerts,A,"NetFlow or IPFIX records summarize network conversations and commonly include source and destination addresses, ports, timestamps, duration, protocol, and byte or packet counts.",Flow records provide the historical connection metadata requested even when full packet contents were not retained.,"DNS logs can show name-resolution activity but do not reliably provide session duration, destination ports, or byte counts for the resulting connections.",Vulnerability scans report weaknesses and asset information rather than historical communication sessions.,File-integrity monitoring reports changes to monitored files and does not summarize network flows.,NetFlow|IPFIX|Network metadata|Investigation data sources|Traffic analysis,SRC-COMPTIA-SY0701-V6|SRC-NIST-SP800-92,CompTIA objective 4.9; NIST log-management and network event data concepts.,2026-07-19,2026-07-19,2026-07-19,approved,initial-quality-review,,Automatically approved during the accelerated build phase before the bank reaches 150 questions.
SEC701-0000050,SEC-701,CompTIA Security+,SY0-701,6.0,1,SEC701-BATCH-003,5.0,Security Program Management and Oversight,5.1,Summarize elements of effective security governance.,RACI accountability,raci-final-approval-accountable-role,medium,single_choice,scenario,,"A security-awareness project assigns the training manager to create and deliver the course. The chief information security officer has final decision authority and signs off on the completed program. In a RACI matrix, which designation applies to the chief information security officer?",Responsible,Consulted,Accountable,Informed,C,"The accountable role owns the outcome and has final approval authority. The training manager performs the work and is responsible, while the CISO is accountable.",Responsible identifies the person or group performing the work. The training manager creates and delivers the course.,Consulted parties provide input before decisions or work are completed but do not hold final ownership.,The person with final decision and sign-off authority is accountable for the result.,Informed parties receive status or outcome information but do not approve or perform the work.,RACI matrix|Accountability|Governance roles|Responsibility assignment,SRC-COMPTIA-SY0701-V6|SRC-NIST-CSF2,CompTIA objective 5.1; NIST governance roles and accountability concepts.,2026-07-19,2026-07-19,2026-07-19,approved,initial-quality-review,,Automatically approved during the accelerated build phase before the bank reaches 150 questions.
SEC701-0000051,SEC-701,CompTIA Security+,SY0-701,6.0,1,SEC701-BATCH-003,5.0,Security Program Management and Oversight,5.2,Explain elements of the risk management process.,Annualized risk reduction,quantitative-risk-control-annual-reduction,hard,single_choice,calculation,,"An asset is valued at $200,000. A threat event has an exposure factor of 25% and an annualized rate of occurrence of 0.10. A proposed control would reduce the annualized rate of occurrence to 0.02. What is the expected annual risk reduction before subtracting the cost of the control?","$1,000","$3,000","$5,000","$4,000",D,"The single loss expectancy is $200,000 × 0.25 = $50,000. Current ALE is $50,000 × 0.10 = $5,000, and residual ALE is $50,000 × 0.02 = $1,000. The annual risk reduction is $4,000.","$1,000 is the residual annual loss expectancy after the control, not the reduction.","$3,000 would be the net annual benefit only if the control cost were $1,000, but no control cost is part of the requested calculation.","$5,000 is the current annual loss expectancy before the proposed control.","Subtracting the residual ALE of $1,000 from the current ALE of $5,000 gives a $4,000 annual risk reduction.",Annual loss expectancy|Single loss expectancy|Exposure factor|Annualized rate of occurrence|Residual risk,SRC-COMPTIA-SY0701-V6|SRC-NIST-RISK-ALE|SRC-NIST-SP800-30R1,CompTIA objective 5.2; NIST quantitative and residual-risk assessment concepts.,2026-07-19,2026-07-19,2026-07-19,approved,initial-quality-review,,Automatically approved during the accelerated build phase before the bank reaches 150 questions.
SEC701-0000052,SEC-701,CompTIA Security+,SY0-701,6.0,1,SEC701-BATCH-003,5.0,Security Program Management and Oversight,5.3,Explain the processes associated with third-party risk assessment and management.,Right-to-audit clauses,vendor-contract-right-to-audit,easy,single_choice,direct,,Which contract provision gives an organization the ability to verify a service provider's security controls directly or through an independent assessor and obtain supporting evidence?,Non-disclosure agreement,Right-to-audit clause,Service-level objective,Memorandum of understanding,B,A right-to-audit clause establishes the customer's authority to examine or independently assess the provider's controls and obtain evidence of compliance.,An NDA restricts disclosure of confidential information but does not grant assessment or inspection rights.,The right-to-audit clause directly provides the verification authority described.,A service-level objective defines a performance target but does not necessarily permit control assessment.,An MOU records a general understanding between parties and may not create detailed audit rights.,Third-party risk|Right to audit|Vendor contracts|Independent assessments,SRC-COMPTIA-SY0701-V6|SRC-NIST-SP800-161R1,CompTIA objective 5.3; NIST supply-chain assessment and monitoring guidance.,2026-07-19,2026-07-19,2026-07-19,approved,initial-quality-review,,Automatically approved during the accelerated build phase before the bank reaches 150 questions.
SEC701-0000053,SEC-701,CompTIA Security+,SY0-701,6.0,1,SEC701-BATCH-003,5.0,Security Program Management and Oversight,5.5,Explain types and purposes of audits and assessments.,Penetration-test scope control,penetration-test-out-of-scope-partner-system,hard,single_choice,scenario,,"During an authorized external penetration test, a tester discovers that an IP address adjacent to the approved target range belongs to a business partner and is not listed in the signed authorization. What should the tester do first?",Exploit the system because it is reachable from the approved network range,Run only nonintrusive scans and report the results after the engagement,Stop testing that system and consult the rules of engagement and engagement owner before taking further action,Add the system to the scope because it may affect the organization's security,C,Penetration testing must remain within explicit authorization and scope. The tester should stop activity against the partner system and obtain direction or amended authorization before proceeding.,Network proximity does not create authorization. Exploiting an out-of-scope third-party system could cause harm and legal exposure.,Even nonintrusive scanning may be unauthorized. The tester should pause and seek direction before continuing.,Stopping and consulting the signed scope and engagement owner preserves authorization boundaries and protects the third party.,A tester cannot unilaterally expand the authorized scope. Any change must be formally approved.,Penetration testing|Rules of engagement|Authorization|Scope control|Third-party systems,SRC-COMPTIA-SY0701-V6|SRC-NIST-SP800-115,"CompTIA objective 5.5; NIST technical assessment planning, authorization, and rules of engagement.",2026-07-19,2026-07-19,2026-07-19,approved,initial-quality-review,,Automatically approved during the accelerated build phase before the bank reaches 150 questions.
SEC701-0000054,SEC-701,CompTIA Security+,SY0-701,6.0,1,SEC701-BATCH-003,5.0,Security Program Management and Oversight,5.6,"Given a scenario, implement security awareness practices.",Physical security awareness,tailgating-badge-challenge-report,medium,single_choice,scenario,,"During a security-awareness exercise, an employee notices an unfamiliar person without a visible badge following closely through a controlled door. Which response best reflects appropriate awareness practice?",Prevent the person from entering unattended and direct the person to the approved visitor check-in or security process,Allow entry if the person appears to know another employee,Photograph the person secretly but allow entry to avoid confrontation,Hold the door open and report the event at the end of the week,A,Employees should follow the organization's physical-access procedure by preventing unverified entry and directing the person to visitor validation or security personnel.,This response protects the access boundary while using the approved process for legitimate visitors.,"Appearance or apparent familiarity is not a substitute for a badge, escort, or visitor verification.","Allowing entry leaves the security boundary compromised, and secret photography may not follow policy.","Holding the door enables tailgating, and delayed reporting does not address the immediate access risk.",Tailgating|Physical access awareness|Visitor procedures|Security reporting,SRC-COMPTIA-SY0701-V6|SRC-NIST-SP800-53R5,CompTIA objective 5.6; NIST awareness and physical-access control concepts.,2026-07-19,2026-07-19,2026-07-19,approved,initial-quality-review,,Automatically approved during the accelerated build phase before the bank reaches 150 questions.
